,title,summarylinks,name,location
1033,Developer,/rc/clk?jk=15f039ad948fbe6a&fccid=33fac48d55359688&vjs=3,HCL Americas,"Dallas County, TX"
1036,Staff Software Engineer,/rc/clk?jk=5e2c084654ac66ad&fccid=ad8478fbf3b9e8fb&vjs=3,Spirent Communications,"Plano, TX"
1037,Jr. Java Developer,/company/Omni-Sourcing/jobs/Junior-Java-Developer-3461ded20ee0e9fd?fccid=ba5573aeb5104950&vjs=3,Omni Sourcing,"Dallas, TX"
1039,Jr .Net Developer,/company/34T-GoDeploy-Group/jobs/Junior-Net-Developer-270b30a0b9fd080f?fccid=6da0323b157e903b&vjs=3,34T GoDeploy Group,"Irving, TX"
1040,JR. Java Developer,/rc/clk?jk=efe5c89cdbcb3dab&fccid=62962e7b20e362c4&vjs=3,Plasma Computing Group,"Dallas, TX"
1041,Software Engineer (Backend) - LikeToKnow.it & rewardStyle,/rc/clk?jk=b5081aa20a5a9b04&fccid=e0117173550b758a&vjs=3,rewardStyle,"Dallas, TX 75219 (Oak Lawn area)"
1042,Software Development and Maintenance Engineer,/rc/clk?jk=ea90a3f7b17a21e9&fccid=ed2a74d559e2b276&vjs=3,Plano Research Corporation,"Plano, TX 75024"
1043,Devops Engineer,/rc/clk?jk=f0c80fe7a8ad7980&fccid=d7bd51c63266d60a&vjs=3,Ace-stack LLC,"Lewisville, TX"
1044,Software Engineers,/rc/clk?jk=24b0b231bc4e5c3f&fccid=de71a49b535e21cb&vjs=3,IBM Global Systems,"Irving, TX 75038 (Cottonwood area)"
1046,Software Developer,/rc/clk?jk=38dd5a524808d0d8&fccid=5504b158fba5311b&vjs=3,Source On It,"Plano, TX 75024"
1047,Software Engineer Closing date: 06/23/2019,/rc/clk?jk=519b986be90af2fa&fccid=8b1824408fb49bb6&vjs=3,InfoVision,"Richardson, TX 75081"
1048,Software Development Engineer in Test SDET-1,/rc/clk?jk=eeec07d50c749908&fccid=be3b11aa573faee7&vjs=3,CVS Health,"Richardson, TX"
1049,"Staff Software Engineer, Risk Engine",/rc/clk?jk=43fc7a4352d9c6f5&fccid=be1aa6ddb857c46a&vjs=3,Bestow,"Dallas, TX 75201 (City Center District area)"
1050,Software Developers II,/rc/clk?jk=536072f6ac941128&fccid=064f6e7afd744a03&vjs=3,i2 IT Solutions,"Irving, TX"
1051,Software Engineers,/rc/clk?jk=7738f01706dbe046&fccid=5198c13aff330ce8&vjs=3,Vistech Corporation,"Richardson, TX (Mark Twain area)"
1052,Front End Web Developer,/rc/clk?jk=28641fff8814c0e9&fccid=a7ed1a66e78ce7b8&vjs=3,Hylink Group,"Dallas, TX"
1053,Java Developer,/rc/clk?jk=37d65f0df39d15ad&fccid=4494b8cfea28ee1e&vjs=3,SDH Systems,"Plano, TX 75024"
1054,Site Reliability Engineer,/rc/clk?jk=55bd27bc0fd6ad29&fccid=ee8dab0d2f612447&vjs=3,Saggezza,"Dallas, TX 75201"
1055,Software Developer/BPM Consultant,/rc/clk?jk=b6f6d3b81a5f8b9c&fccid=0c3c0db7fdb27d1f&vjs=3,Heights,"Arlington, TX 76013 (Central area)"
1056,SOFTWARE DEVELOPER,/rc/clk?jk=cb514a102c6b9c16&fccid=20c0d4a444a9e0b7&vjs=3,Palni,"McKinney, TX 75070"
1058,Lead Android Engineer,/rc/clk?jk=411136cb265c5fad&fccid=47feb0effe4ed4f2&vjs=3,Match Group,"Dallas, TX"
1059,.net Fullstack Developer,/rc/clk?jk=572cc4e37759bf30&fccid=2df6a1e69a70a1e7&vjs=3,Cognizant Technology Solutions,"Dallas, TX"
1060,Java full stack developer,/rc/clk?jk=eeb4ce521392d0f3&fccid=51f04b221d649230&vjs=3,Frontend Arts,"Irving, TX"
1061,Java/ATG Developer,/rc/clk?jk=6b92040200cd89b6&fccid=91678874ec878039&vjs=3,Uniso Technologies,"Irving, TX 75038 (Cottonwood area)"
1062,iOS Developer,/rc/clk?jk=bdfdd3a77b67f8e8&fccid=2671ec5176994360&vjs=3,CBMint,"Plano, TX"
1063,AngularJS Developer /Lead,/rc/clk?jk=5e8a3adfc35bab79&fccid=2df6a1e69a70a1e7&vjs=3,Cognizant Technology Solutions,"Irving, TX 75014"
1064,Full Stack Developers,/rc/clk?jk=9c551b181d430231&fccid=dec008cfb3e077e0&vjs=3,Omnitracs LLC,"Dallas, TX 75201 (City Center District area)"
1065,Azure Developer,/rc/clk?jk=ffe279c4d9798252&fccid=3800c35bb29ac508&vjs=3,Nr Consulting LLC,"Plano, TX"
1066,Full Stack Web Developer (PHP),/rc/clk?jk=69c3f9bb492a6152&fccid=920cb5b53f039168&vjs=3,Creatuity,"Richardson, TX 75080"
1067,Web Programmer,/rc/clk?jk=0d1df1378582db0c&fccid=fdc2f86c3126630e&vjs=3,KOINFO,"Dallas, TX"
1068,Programmer Analyst - ESB (Java),/rc/clk?jk=70e67e42faba7e47&fccid=81d1e68cec787077&vjs=3,Frontier Communications,"Allen, TX 75013"
1069,Computer Programmer,/rc/clk?jk=182e1c55fa6d2865&fccid=950d1c454894080f&vjs=3,"SilverXis, Inc.","Irving, TX 75063"
1070,Senior Full Stack Developer,/rc/clk?jk=0dd7bc451b3ef790&fccid=e0117173550b758a&vjs=3,rewardStyle,"Dallas, TX 75219 (Oak Lawn area)"
1071,Salesforce Developer,/rc/clk?jk=a1e77b3b627b9059&fccid=94052e10e1796ed3&vjs=3,Acumen Solutions,"Dallas, TX"
1072,Software Engineers (AMENGC#9),/rc/clk?jk=baafabc77cd59425&fccid=782fd01e393ab5bb&vjs=3,Amensys,"Lewisville, TX 75057"
1073,Snr UI/UX Developer,/rc/clk?jk=d75ee6b67ca3ef21&fccid=800c3853e831fcbf&vjs=3,talentarchitect.com,"Dallas, TX 75205 (Highland Park area)"
1074,React JS Developer,/rc/clk?jk=84470bcc8eabedd5&fccid=2df6a1e69a70a1e7&vjs=3,Cognizant Technology Solutions,"Dallas, TX"
1075,Software Engineering Support,/rc/clk?jk=f06334c708b9cc1d&fccid=35fa439a19059a40&vjs=3,Tyler Technologies,"Plano, TX"
1076,.NET Application Developer,/rc/clk?jk=8ca27b6f595000a8&fccid=e96fc15ba6fbc144&vjs=3,Technovatrix,"Dallas, TX"
1077,PeopleSoft Test Framework (PTF) Tester,/rc/clk?jk=9df4632fd47ed5cb&fccid=8257bd938af159fb&vjs=3,Astute Business Solutions,"Dallas, TX"
1078,Oracle Database Developer,/rc/clk?jk=a23aa1df1030ff19&fccid=5bd99dfa21c8a490&vjs=3,Bank of America,"Addison, TX"
1079,JUNIOR PHP DEVELOPER,/rc/clk?jk=c792a643b79635ad&fccid=546092caff826cd2&vjs=3,Primal Health Limited Partnership,"Allen, TX 75013"
1080,Junior Java Developer,/rc/clk?jk=7a68fd244b201d6a&fccid=d3fcae15bb7f5086&vjs=3,Altisource,"Plano, TX"
1081,"Infrastructure Platform Engineer I, Middleware",/rc/clk?jk=8fe675e2f9ba4563&fccid=55f1bec069a8fd57&vjs=3,HMS,"Irving, TX 75038 (Cottonwood area)"
1089,Associate Technical Consultant - MES,/rc/clk?jk=9514f569476bccac&fccid=feaabf8e6a699d3c&vjs=3,DXC,"Dallas, TX 75202 (City Center District area)"
1090,"Internet of Things (IoT), Augmented Reality (AR) Software Sa...",/rc/clk?jk=73a6109c76edf978&fccid=016b80cfcbcce85d&vjs=3,3HTi,"Dallas, TX"
1091,RPA Developer (UIPath) - Remote,/rc/clk?jk=ec0cf72e81d1dbd0&fccid=d7ffd11f502090e7&vjs=3,CitiusTech,"Plano, TX"
1100,NA Data Reporting Analyst,/rc/clk?jk=2d0658d38aa3bbcb&fccid=27a2140ddcca6697&vjs=3,ADT Security Services,"Irving, TX"
1102,Entry-Level Business Analyst,/rc/clk?jk=8d3c6ed7671af60e&fccid=296dd820fd6d35f9&vjs=3,Global Systems,"Irving, TX 75038 (Cottonwood area)"
1103,Business Analyst,/company/HireMain-LLC/jobs/Business-Analyst-f4523ca2837473fc?fccid=7d66b0a587a79d70&vjs=3,HireMain LLC,"Irving, TX 75062"
1104,TXU Energy Consumer Insights Analyst II,/rc/clk?jk=c2df1274a86be596&fccid=2ab67877a366fc2e&vjs=3,TXU Retail Services Company,"Irving, TX"
1105,Data Center Operations Technician Intern - Diversity Program...,/rc/clk?jk=967a1db3ea5d0301&fccid=cd22d01053af7669&vjs=3,Oracle,"Frisco, TX 75034"
1107,Credit and Collection Analyst,/company/Petmate/jobs/Credit-Collection-Analyst-936a03946ff176a4?fccid=0d2fe0490b6a18e9&vjs=3,Petmate,"Arlington, TX 76011 (East area)"
1109,Client Services Analyst I - Healthcare,/company/HMS-Health-Management-Systems/jobs/Client-Service-Analyst-2f59b8a52d4b02b3?fccid=dfa072eed071aaa5&vjs=3,HMS Health Management Systems,"Irving, TX 75038 (Cottonwood area)"
1110,Cloud Analyst,/company/Exstratus/jobs/Cloud-Analyst-25331dac3bc9cb65?fccid=0a3974186e20a3d9&vjs=3,Exstratus,"Dallas, TX"
1111,Big Data Engineer,/rc/clk?jk=ab5d07b32fff33f7&fccid=3a71a4d2f7990a25&vjs=3,Allstate,"Irving, TX"
1112,Jr. FP&A Analyst (EAS),/rc/clk?jk=51d436fbccf48e06&fccid=3123203448721599&vjs=3,Atlantic Aviation,"Plano, TX 75024"
1154,Cyber Security Analyst,/rc/clk?jk=975d5a5d960c742e&fccid=a15549167f1e02a5&vjs=3,RocketCyber,"Dallas, TX 75248 (Far North area)"
1208,"VP, Credit Portfolio Analyst",/rc/clk?jk=8b306569633e60d3&fccid=5bcd1ef0a7f4fb99&vjs=3,CITI,"Irving, TX 75039 (Freeport/Hackberry area)"
1209,"Sr. Price Cost Analyst / DFAR / Grand Prairie, TX",/rc/clk?jk=6ed8db0d22cb49d2&fccid=aeb15e43a6800b9d&vjs=3,LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX 75051"
1211,SAS Developer Systems Analyst,/rc/clk?jk=a166bbeee0149e6c&fccid=d81f43361444ec61&vjs=3,Verge IT,"Plano, TX"
1213,Oracle Functional Analyst Value Chain Planning,/rc/clk?jk=044d81270f35d6e5&fccid=7b1da7713755ee79&vjs=3,CES Global,"Irving, TX"
1214,"Senior Credit Analyst (Full Time) - Dallas, Turtle Creek LPO",/rc/clk?jk=9b76f11ce9d3f6c6&fccid=d4e5a13b58ab6745&vjs=3,PROSPERITY BANK,"Dallas, TX 75219 (Oak Lawn area)"
1215,Payroll Analyst,/rc/clk?jk=4e4e6118234eb5a0&fccid=4a0a4abe12346424&vjs=3,WageWorks,"Irving, TX"
1216,Flight Test Data Reduction Engineer,/rc/clk?jk=3125eeca81ae2668&fccid=fc8974d8240022dc&vjs=3,Systel,"Dallas, TX"
1219,Full Time Opportunities for Students or Recent Graduates: Te...,/rc/clk?jk=a63e8c3e188416f4&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"Las Colinas, TX"
1225,Production/Data Operations Engineer,/rc/clk?jk=e863e952c7fc2840&fccid=e57a47a3d1d90e39&vjs=3,Santander Bank,"Dallas, TX"
1226,Azure Data Engineer,/rc/clk?jk=7eb779944c9f0ea0&fccid=d2841a5c0380b93d&vjs=3,"CGI Group, Inc.","Dallas, TX 75201"
1227,TECHNICAL SPECIALIST,/rc/clk?jk=7d07dea5126e97cf&fccid=33fac48d55359688&vjs=3,HCL Americas,"Dallas, TX"
1228,Data Engineer,/rc/clk?jk=933c6c1b4a2bf7be&fccid=0aa61a773792c181&vjs=3,loanDepot,"Plano, TX"
1229,DAL - Data & Analytics (DA),/rc/clk?jk=2fcda47060ade03a&fccid=4342a2bf222bc22a&vjs=3,Daugherty Business Solutions,"Dallas, TX"
1231,Clinical Research Associate-Dallas Entry Level,/rc/clk?jk=88f5ea8072b86d42&fccid=dc86b41d5cdf3527&vjs=3,"Medpace, Inc.","Dallas, TX"
1232,Process/Equip Engineer: TMG Rotation Program,/rc/clk?jk=aed65b1772d1fa00&fccid=07b74a82254ef712&vjs=3,Texas Instruments,"Dallas, TX 75243 (Lake Highlands area)"
1233,Data Engineer,/rc/clk?jk=5494b7b5b14e7cd3&fccid=252df6d0d86dbb7b&vjs=3,Datalitical,"Dallas, TX"
1236,Project Engineer - Cyber Security Services (Work Remotely),/rc/clk?jk=48001e7a1b8293a2&fccid=105ecfd0283f415f&vjs=3,Capgemini,"Irving, TX 75062 (Las Colinas Urban Center area)"
1237,"Desktop Support Technician - Dallas, TX",/rc/clk?jk=a68c6645f369cf9f&fccid=755c31d9d9b3fd52&vjs=3,CalTech,"Addison, TX"
1238,FACILITIES ENGINEER 1 (DATA CENTER),/rc/clk?jk=bff0d3855cec2671&fccid=dcf22ae3c1cdd701&vjs=3,ABM Industries,"Lewisville, TX 75067"
1239,Elk Engineer,/rc/clk?jk=043ce72fd23ef215&fccid=b5f9e2f53707b441&vjs=3,Larsen & Toubro Infotech Limited,"Irving, TX"
1240,Big Data Engineer,/rc/clk?jk=e85bd8a9b03e3db4&fccid=476d843bb5c918d1&vjs=3,Node.Digital LLC,"Arlington, TX"
1241,TRANSPORTATION ENGINEER,/rc/clk?jk=52000deba91b264c&fccid=63dc47ddbc3a4e7d&vjs=3,"Dallas County, TX","Dallas County, TX"
1242,Product Engineer,/rc/clk?jk=38c90d3fb17c63e0&fccid=65670702cc8dce3a&vjs=3,Talent 101,"Dallas, TX 75243 (Northeast Dallas area)"
1243,Technical Support Engineer - Prisma Access (US Gov't),/rc/clk?jk=d483e6d131ad5f3a&fccid=0562f887e2bed9ea&vjs=3,Palo Alto Networks,"Plano, TX"
1245,Disinfectant Application Specialist,/rc/clk?jk=08e0c43240557be6&fccid=b8df555617879658&vjs=3,Ecolab,"Dallas, TX 75215"
1246,SCRUM MASTER,/rc/clk?jk=b1d9c5773b706fb9&fccid=bd17e04d65337121&vjs=3,Big Bright International,"Dallas, TX"
1247,GCP Solutions Engineer,/rc/clk?jk=6e1332578ceaa6c1&fccid=915f61fec1720c40&vjs=3,Maven Wave Partners,"Dallas, TX"
1248,ENGINEERING TECHNICIAN,/rc/clk?jk=ec7c8b4d1fd882cb&fccid=63dc47ddbc3a4e7d&vjs=3,"Dallas County, TX","Dallas County, TX"
1249,Project Engineer I,/rc/clk?jk=126c3658f5ef1106&fccid=953cf08792164aea&vjs=3,Timmons Group,"Plano, TX 75024"
1250,"Associate, Software Engineer, J2EE (Helix)",/rc/clk?jk=bc2a24bb0e52af61&fccid=aaf3b433897ea465&vjs=3,"JPMorgan Chase Bank, N.A.","Lewisville, TX"
1251,Security Engineer,/rc/clk?jk=1b260fad95488e41&fccid=7f3af35993e7f09f&vjs=3,Signify Health,"Dallas, TX"
1252,Support Specialist,/rc/clk?jk=d3c7af008dd168e4&fccid=69815c4b14d17b84&vjs=3,"Axxys Technologies, Inc.","Plano, TX 75024"
1253,Training & placement--PEGA Developer,/company/Precision-Technologies-Corp/jobs/Training-Placement-Pega-Developer-54536bcec5ac599d?fccid=59ee6698a7dcef43&vjs=3,Precision Technologies Corp,"Dallas, TX"
1255,MEP Revit BIM Designer,"/company/Frampton-&-Associates,-INC./jobs/Mep-Revit-Bim-Designer-13bbc0d5dbf5ba30?fccid=ab302d2953d55772&vjs=3","Frampton & Associates, INC.","Forney, TX 75126"
1256,Software Engineer,/rc/clk?jk=43d062b89537e4a7&fccid=4951a166218885d9&vjs=3,Tecreos,"Dallas, TX"
1257,Sales Engineer,/rc/clk?jk=d3d7ef86985f9c4d&fccid=8f748c4d98705f5f&vjs=3,PEC,"Dallas, TX"
1259,SOFTWARE ENGINEER I,/rc/clk?jk=91f2e0b3a836c832&fccid=48abafd0a1fd1505&vjs=3,APS Payroll,"Dallas, TX"
1260,Field Service Engineer,/company/Rite-Track/jobs/Field-Service-Engineer-8df3d88488f08917?fccid=deb941e12ac89a37&vjs=3,Rite Track,"Dallas, TX"
1262,Experienced Wireless CAD Drafter,/company/Southern-Realty-Advisors/jobs/Experienced-Wireless-CAD-Drafter-80d4b50affcee6e8?fccid=89d0e9f85dd94edc&vjs=3,"Powder River Development Services, LLC","Dallas, TX"
1264,Quality Chemist,/rc/clk?jk=83c5308394990a2e&fccid=a6ecb44bea23e5cd&vjs=3,Lubrizol Corporation,"Lewisville, TX 75057"
1265,Transportation Construction Inspectors,/rc/clk?jk=ed39147fcfb89670&fccid=0cfdb2b004f75bd9&vjs=3,Bowman Engineering & Consulting,"Dallas, TX 75247 (Northwest Dallas area)"
1266,Field Services - Executive Support,/rc/clk?jk=b8ebae862bbfdc29&fccid=2df6a1e69a70a1e7&vjs=3,Cognizant Technology Solutions,"Plano, TX 75023"
1267,"Cloud Backup Engineer, On Premise and AWS Backup Solutions",/rc/clk?jk=e9b81f69ce408a7f&fccid=90f0cbc4a30f8dba&vjs=3,Toyota,"Plano, TX 75023"
1270,Software Engineer,/rc/clk?jk=1d18b5b9c04de9c9&fccid=5504b158fba5311b&vjs=3,Source On It,"Plano, TX 75024"
1271,Hardware Engineer,/rc/clk?jk=1926ac3d28e9d6dc&fccid=f2a55cf28307fd1f&vjs=3,Adva Optical Networking,"Richardson, TX"
1272,Azure Infrastructure Engineer,/rc/clk?jk=d3db16a372ba5473&fccid=915f61fec1720c40&vjs=3,Maven Wave Partners,"Dallas, TX"
1273,CIVIL ENGINEERING DESIGNER,/rc/clk?jk=fe1c560dc23c3729&fccid=63dc47ddbc3a4e7d&vjs=3,"Dallas County, TX","Dallas County, TX"
1275,Engineer Lead,/rc/clk?jk=4d5a593e74b57a97&fccid=d9b3540644593660&vjs=3,Homewood Suites Plano,"Plano, TX 75093"
1276,Field Engineer,/rc/clk?jk=141e24413aa89c13&fccid=af97544297793c8f&vjs=3,Ford AV,"Dallas, TX"
1277,Application Security Engineer,/rc/clk?jk=1a1f34a52a7d2a87&fccid=b8ee3cb0ece97c86&vjs=3,Ninja Tech Stop,"Plano, TX"
1278,Support Escalation Engineer for SKYPE for Business/TEAMS,/rc/clk?jk=7b1600b473c3f6ef&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"Las Colinas, TX"
1279,RF Engineer,/rc/clk?jk=a0b80f8fa461985b&fccid=b245636535ca1415&vjs=3,Telecom Technology Services,"Frisco, TX 75034"
1280,Design Engineer,/rc/clk?jk=6d91398c6784b504&fccid=b15edb373378ab36&vjs=3,The Reinforced Earth Company,"North Richland Hills, TX"
1281,Asscociate RF Engineers,/rc/clk?jk=1c49904c74f9821b&fccid=4afa930a9b73b5fe&vjs=3,AirTel Tower,"Allen, TX"
1282,Modern Workplace Upgrade Engineer | Portuguese Speaking,/rc/clk?jk=43f846f783b608a8&fccid=513a4fd59a440b79&vjs=3,Only External Postings,"Dallas, TX"
1293,"Manufacturing Engineer / Grand Prairie, TX",/rc/clk?jk=1ef62ad494e8685e&fccid=aeb15e43a6800b9d&vjs=3,LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX 75051"
1294,Network Engineer,/rc/clk?jk=d82fc69d11a38d48&fccid=950d1c454894080f&vjs=3,"SilverXis, Inc.","Irving, TX 75063"
1295,Support Escalation Engineer,/rc/clk?jk=9b3221b77c2c16dc&fccid=734cb5a01ee60f80&vjs=3,Microsoft,"Las Colinas, TX"
1298,Technical Writer,/rc/clk?jk=fa8b1dc38a8cf332&fccid=62ebef1c410c37db&vjs=3,KIBO,"Dallas, TX 75201"
1299,Technical Support Engineer (Japanese Bi-lingual) – Fabric,/rc/clk?jk=c2a24e639b5ad557&fccid=de71a49b535e21cb&vjs=3,IBM,"Dallas, TX 75202 (City Center District area)"
1305,US Army Jobs. Secure Your Job TODAY!!!!,/company/U.S.-Army/jobs/Secure-Your-f8291a160746c616?fccid=c3b8389ba1f05d96&vjs=3,US Army,"Dallas, TX"
1312,Engineer Lead,/rc/clk?jk=bb1331f31ee1fd54&fccid=b385273868d506a9&vjs=3,Hyatt,"Dallas, TX 75225 (North Dallas area)"
1313,Opportunities for Software IT Professionals,/company/DSIT/jobs/Opportunity-Software-IT-Professional-d40767aca9062ca4?fccid=920467bf8d5c5d25&vjs=3,"Data Sys IT, Inc","Grapevine, TX"
1314,Quality Assurance (QA) Engineer,/rc/clk?jk=992045c9722d103b&fccid=aeb15e43a6800b9d&vjs=3,LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX 75051"
1315,Experienced 3G Flux Core Welder,/company/Thompson-Pipe-Group---Dallas/jobs/Experienced-Flux-Core-Welder-3767e227e7ceaf14?fccid=6152b1afd2acebf9&vjs=3,Thompson Pipe Group - Dallas,"Grand Prairie, TX 75050"
1317,Archer Developer,/rc/clk?jk=623e6c86f82c00c0&fccid=7b3aebcaf91a3dfb&vjs=3,Kinetix Trading Solutions Inc,"Irving, TX 75039"
1318,"Storage Engineer, On Premise and AWS Backup Solutions",/rc/clk?jk=8ee345986f78f91e&fccid=90f0cbc4a30f8dba&vjs=3,Toyota,"Plano, TX 75023"
1319,Technology Solutions Engineer,/rc/clk?jk=03ef328995662956&fccid=69b64ba4e5c499e7&vjs=3,McKinstry,"Dallas, TX 75244"
1320,Plumber to CAD Design Position,"/company/Frampton-&-Associates,-INC./jobs/Plumber-CAD-Design-Position-6199b7e5cfa1c29e?fccid=ab302d2953d55772&vjs=3","Frampton & Associates, INC.","Forney, TX 75126"
1321,RF Engineer III,/rc/clk?jk=93adf4df4677917e&fccid=c33d3e2d9151f666&vjs=3,TeleWorld Solutions,"Plano, TX 75023"
1323,Field Engineer - Heavy Civil Construction,/rc/clk?jk=3a2596bc8a1ed85c&fccid=98eb45a86f91cdb2&vjs=3,Webber,"Irving, TX 75038"
1324,Shipping Clerk I,/company/PierCon-Solutions/jobs/Shipping-Clerk-71e923b99d2a8819?fccid=820acdbd2f87b7d7&vjs=3,"PierCon Solutions, LLC","Carrollton, TX 75006"
1325,"RF ENGINEERS (Field, Deployment, Systems)",/rc/clk?jk=114cef022b8487c3&fccid=da3c7fed78dd1607&vjs=3,Samsung Electronics,"Plano, TX 75023"
1326,Civil Project Engineer / EIT,/rc/clk?jk=83a43b5f0a6bee7a&fccid=99ea8159814d1724&vjs=3,RLG Consulting Engineers,"Dallas, TX 75243 (North Dallas area)"
1328,Portuguese Speaking Enterprise Mobility + Security Deploymen...,/rc/clk?jk=e22bdbbd6b7575c6&fccid=797bf4c25b91cfa2&vjs=3,Blueprint Technologies,"Dallas, TX"
1329,Field Service Engineer - Material Transport - Resident Techn...,/rc/clk?jk=353f708e3dfbcaa8&fccid=16d27d340c41cb71&vjs=3,Swisslog,"Dallas, TX 75234"
1330,Lead AV Technician – Tier 3,/rc/clk?jk=5c4aa195aaaaba1b&fccid=475050912fede54f&vjs=3,SKC Communications,"Dallas, TX"
1331,DevOps Architect,/rc/clk?jk=33f718c4628e26a8&fccid=2df6a1e69a70a1e7&vjs=3,Cognizant Technology Solutions,"Dallas, TX"
1333,Engineer - Systems Architect 4 - Avionics,/rc/clk?jk=de17c196a6b14a2f&fccid=6c6be4ac01722b08&vjs=3,L3Harris Technologies,"Plano, TX"
1334,"Guidance, Navigation and Controls Staff Engineer (Grand Prai...",/rc/clk?jk=97ef9cc063093857&fccid=aeb15e43a6800b9d&vjs=3,LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX 75051"
1407,Data Specialist,/company/Advanced-Plan-for-Health/jobs/Data-Specialist-bf349dd7343cd14f?fccid=60f3afae18f576e3&vjs=3,Advanced Plan for Health,"Westlake, TX 76262"
1420,Junior Technology Analyst,/rc/clk?jk=75f98371b1e4362e&fccid=22423bb77dd8554a&vjs=3,DTCC,"Coppell, TX 75019"
1421,Cyber Analyst (All Tiers) - Cyber Fusion Center,/company/BlackSwan-Cybersecurity/jobs/Cyber-Analyst-c668ba56d7b488d1?fccid=dd7de1b647608690&vjs=3,BlackSwan Cybersecurity,"Dallas, TX 75244"
1422,Sales Operations Analyst,/rc/clk?cmp=Brinks-Home-Security%E2%84%A2&ti=Sales+Operation+Analyst&jk=c092ed07c3dc5bf5&fccid=9040d324598e9e86&vjs=3,Brinks Home Security™,"Farmers Branch, TX 75234"
1423,Data/Sales Analyst,/company/Samsung-Electronics/jobs/Data-Sales-Analyst-ecf682e917e6128b?fccid=da3c7fed78dd1607&vjs=3,Samsung HVAC,"Roanoke, TX 76262"
1427,Financial Analyst – Recent Grads,/rc/clk?jk=1dbdd3b3bcdb7f31&fccid=4172db334167a937&vjs=3,Stearns Lending,"Lewisville, TX 75067"
1428,Talent Management Analyst,/rc/clk?jk=67d9e3adff7399cb&fccid=e22ec123cbb88199&vjs=3,"7-Eleven, Inc.","Irving, TX 75063 (Valley Ranch area)"
1440,GIS ANALYST ELECTIONS,/rc/clk?jk=04a603a9cfa59237&fccid=63dc47ddbc3a4e7d&vjs=3,"Dallas County, TX","Dallas County, TX"
1441,GRANTS ANALYST,/rc/clk?jk=434698abd7d9ece5&fccid=63dc47ddbc3a4e7d&vjs=3,"Dallas County, TX","Dallas County, TX"
1442,Supply Chain Analyst,/rc/clk?jk=39004ab5ca350e9d&fccid=aeb15e43a6800b9d&vjs=3,LOCKHEED MARTIN CORPORATION,"Fort Worth, TX 76137 (Far North area)"
1450,"Product Analyst, WiFi",/rc/clk?jk=5b5f9639ae14e289&fccid=81d1e68cec787077&vjs=3,Frontier Communications,"Irving, TX"
1453,Remarketing Analyst,/rc/clk?jk=616832dfd1eb62a5&fccid=a9e2b90eb8fd7b04&vjs=3,Toyota Industries Commercial Finance,"Coppell, TX 75019"
1458,Pricing Analyst,/rc/clk?jk=82128a757d055147&fccid=252df6d0d86dbb7b&vjs=3,Datalitical,"Dallas, TX"
1459,Investment Analyst,/rc/clk?jk=2139c5d6cf45a3ca&fccid=7d2fac2fcffada8d&vjs=3,LARASHA HOMES,"Richardson, TX"
1470,Board Certified Behavior Analyst (BCBA),/rc/clk?jk=35cc1d0064f236b9&fccid=8fa1362e7f676e23&vjs=3,Invo Behavior and Therapy Services,"Arlington, TX"
1471,Board Certified Behavior Analyst (BCBA),/rc/clk?jk=ed53d899b00e80c2&fccid=fb13750651c5aa7a&vjs=3,Autism Treatment Center,"Fort Worth, TX 76119 (Oakridge Terrace area)"
1474,Reporting Analytics Specialist,/rc/clk?jk=d2c8168ea94f5e03&fccid=12f1fd5dba253774&vjs=3,Copart,"Dallas, TX 75254 (Far North area)"
1475,Commercial Tracking Analyst,/rc/clk?jk=e91e6a4ff9cdf60e&fccid=facab5dee1aa0a96&vjs=3,HUB International,"Coppell, TX 75099"
1476,Security Analyst,/rc/clk?jk=cd94ba138923d265&fccid=697aa13f0bfbcd42&vjs=3,Ready Support Services,"Richardson, TX"
1477,Warehouse Operations Management Systems Analyst,/rc/clk?jk=e4b9eb94c829c430&fccid=a0c8218c689a356a&vjs=3,Penske Truck Leasing and Logistics,"Irving, TX 75038 (Cottonwood area)"
1478,Tririga Analyst Irving TX,/rc/clk?jk=7308c8fd5a42ccf3&fccid=776e5efdde70d3c3&vjs=3,Superior Unit Corp,"Irving, TX"
1480,Data Governance Manager,/rc/clk?jk=50da64a5bc14e0d6&fccid=26ac51c6735cc865&vjs=3,Prism Health North Texas,"Dallas, TX"
1481,Customer & Marketing – Digital Customer-Operations Support A...,/rc/clk?jk=4ac319c95da676e1&fccid=9e215d88a6b33622&vjs=3,Deloitte,"Dallas, TX 75201 (City Center District area)"
1482,Technical Support Analyst,/rc/clk?jk=4bcba7ee44ba9845&fccid=cdcede9694e5861a&vjs=3,Interact Intranet,"Dallas, TX"
1483,Operations Enhancement Analyst,/rc/clk?jk=cee1dec7728dd1d4&fccid=19b1d9107bf00603&vjs=3,QuickAssert,"Dallas, TX 75220 (Preston Hollow area)"
1484,Real-Time Analyst 2,/rc/clk?jk=26e9b2e65e516b3c&fccid=b6add0e6a71f1008&vjs=3,Chewy,"Dallas, TX"
